ID,Dataset,Size,Volume,WedgeCount,ClawCount,MaxDegree,AveDeg,Fill
44,0,13337,6413,10650,3546,5,0.961685536477469,7.21011798228721E-05
44,0,6908,3462,5585,1860,5,1.0023161551824,0.00014507398396
44,1,8938,4415,7449,2482,5,0.987916759901544,0.000110517592561
44,1,8474,4208,6919,2306,5,0.993155534576351,0.000117186493755
44,1,9030,4508,7258,2419,5,0.998449612403101,0.000110558034814
44,1,9390,4598,7536,2510,5,0.979339723109691,0.000104284924194
45,0,2879,1554,2119,694,5,1.07954150746787,0.000374840801204
45,0,3125,1639,2257,740,5,1.04896,0.000335559820857
45,0,5785,2750,3018,1002,5,0.950734658599827,0.000164316394504
45,0,3012,1568,2371,778,5,1.04116865869854,0.000345558798108
45,0,2630,1424,1906,626,5,1.0828897338403,0.000411588648362
45,0,2158,1195,1549,510,5,1.10750695088045,0.000512972186605
45,1,2253,1224,1657,541,5,1.08655126498003,0.000482054687214
45,1,3108,1545,2079,693,5,0.994208494208494,0.00031978401229
45,1,3561,1711,2480,826,5,0.96096602078068,0.000269782712179
45,1,2222,1223,1564,509,5,1.1008100810081,0.000495191219527
46,0,3156,1679,2625,875,5,1.06400506970849,0.000337030430696
46,0,3456,1867,2743,914,5,1.08043981481481,0.000312536828121
46,0,6598,3361,5432,1808,5,1.01879357381025,0.000154386054525
46,0,3425,1807,2828,941,5,1.05518248175182,0.000307992551591
46,0,3874,2054,3220,1071,5,1.06040268456376,0.000273652305694
46,0,8823,4379,7067,2355,5,0.992632891306812,0.000112492394754
46,1,3606,1906,2990,994,5,1.05712701053799,0.000293076520803
46,1,8048,4009,6608,2200,5,0.996272365805169,0.000123775918227
46,1,3129,1680,2575,857,5,1.0738255033557,0.000343075240689
46,1,3666,1965,2870,954,5,1.07201309328969,0.00029234063084
47,0,226,136,174,58,5,1.20353982300885,0.005301937546294
47,0,371,206,308,102,5,1.11051212938005,0.002985247659624
47,0,227,132,171,57,4,1.16299559471366,0.005100857871551
47,0,177,108,128,42,4,1.22033898305085,0.006855836983432
47,0,294,171,208,69,5,1.16326530612245,0.003943272224144
47,0,203,117,189,63,4,1.15270935960591,0.0056505360765
47,1,356,208,286,95,5,1.1685393258427,0.00327321940012
47,1,186,108,114,38,4,1.16129032258065,0.006210108676902
47,1,169,99,129,43,5,1.17159763313609,0.006891750783154
47,1,204,118,141,47,5,1.15686274509804,0.005643232902917
48,0,3934,2218,2838,943,5,1.12760549059481,0.00028655793916
48,0,3683,2098,2722,906,5,1.13928862340483,0.000309253155104
48,0,5529,2976,4221,1405,5,1.07650569723277,0.000194666491362
48,0,3566,2030,2541,846,5,1.13853056646102,0.0003191843472
48,0,5244,2826,3986,1326,5,1.07780320366133,0.000205491554559
48,0,4770,2606,3626,1206,5,1.09266247379455,0.000229021688073
48,1,2462,1454,1646,546,5,1.18115353371243,0.000479558884983
48,1,9873,4952,7934,2643,5,1.00313987643067,0.000101594072962
48,1,10315,5128,8188,2726,5,0.994280174503151,9.63823356439658E-05
48,1,9924,5042,7967,2653,5,1.0161225312374,0.000102380103903
49,0,97,60,69,23,4,1.23711340206186,0.012623606143488
49,0,626,349,510,170,5,1.11501597444089,0.001778334887466
49,0,444,262,337,112,5,1.18018018018018,0.00265209029254
49,0,641,363,441,147,5,1.13260530421217,0.001764182716841
49,0,214,131,151,50,5,1.22429906542056,0.00569441425777
49,0,550,320,409,136,4,1.16363636363636,0.002111862728923
49,1,173,107,123,41,5,1.23699421965318,0.007109162181915
49,1,409,242,291,97,5,1.18337408312958,0.002886278251536
49,1,319,188,220,73,5,1.17868338557994,0.003683385579937
49,1,221,131,180,60,4,1.18552036199095,0.00534018181077
50,0,4645,2479,3559,1183,5,1.06738428417653,0.000229742635423
50,0,11381,5641,9294,3097,5,0.991301291626395,8.70937701305917E-05
50,0,11258,5684,8852,2947,5,1.00977082963226,8.9685658551582E-05
50,0,11477,5660,9359,3118,5,0.986320467020999,8.59313876129115E-05
50,0,9574,4813,7603,2529,5,1.00543137664508,0.0001050058879
50,0,15397,8327,12932,4219,5,1.08163928037929,7.0245439692122E-05
50,1,9637,4864,7614,2534,5,1.00944277264709,0.000104735709965
50,1,5268,2812,4008,1335,5,1.06757782839787,0.000202614884873
50,1,11441,5660,9247,3080,5,0.989424001398479,8.6472994354001E-05
50,1,15608,8437,12964,4233,5,1.08111225012814,6.92621084072099E-05
